JD,Magnitude,Uncertainty,HQuncertainty,Band,Observer Code,Comment Code(s),Comp Star 1,Comp Star 2,Charts,Comments,Transfomed,Airmass,Validation Flag,Cmag,Kmag,HJD,Star Name,Observer Affiliation,Measurement Method,Grouping Method,ADS Reference,Digitizer,Credit
2457632.608,0.4,,,Vis.,HXT,,,,SPA-TM,NE,,,U,,,,ALPHA ORI,BAA-VSS,STD,,,,BAAVSS
2457632.6273,0.365,0.011,,V,VOL,,GAM ORI,ZET ORI,,DSLR,1,1.81,Z,1.64,1.801,,ALF ORI,AAVSO,STD,,,,
2457632.6289,0.357,0.014,,V,VOL,,GAM ORI,ZET ORI,,DSLR,1,1.79,Z,1.64,1.780,,ALF ORI,AAVSO,STD,,,,
2457632.9,0.3,,,Vis.,LZT,BU,NA,,NA,,,,Z,,,,ALF ORI,AAVSO,STD,,,,
2457633.56,0.6,,,Vis.,KTZ,,01,08,HIP,,,,Z,,,,ALF ORI,,STD,,,,
2457633.6736,0.59,,,Vis.,DXAA,,1,9,RIGEL/ALDEBARAN,UNAIDED EYE,,,Z,,,,ALF ORI,AASABADELL,STD,,,,
2457633.9,0.3,,,Vis.,CKB,,01,08,13170BMV,,,,Z,,,,ALF ORI,AAVSO,STD,,,,
2457634.56,0.7,,,Vis.,KTZ,,01,08,HIP,,,,Z,,,,ALF ORI,,STD,,,,
2457634.94444,0.3,,,Vis.,MCOA,,01,09,10 Star Tutorial,,,,Z,,,,ALF ORI,AAVSO,STD,,,,
2457637.6,0.7,,,Vis.,BNW,,03,11,3-1968,,,,Z,,,,ALF ORI,BAV,STD,,,,
2457637.6,0.3,,,Vis.,SPAO,,03,17,680301,,,,Z,,,,ALF ORI,UAI,STD,,,,
2457637.64,0.4,,,Vis.,SBEA,,01,11,10STAR,,,,Z,,,,ALF ORI,BAV,STD,,,,
2457637.6472,0.7,,,Vis.,BSR,,0.5,1.1,SA1968,,,,Z,,,,ALF ORI,UAI,STD,,,,
2457637.6583,0.4,,,Vis.,SRAB,,04,09,X15347MK,,,,Z,,,,ALF ORI,BAV,STD,,,,
2457638.55,0.6,,,Vis.,KTZ,,01,08,HIP,,,,Z,,,,ALF ORI,,STD,,,,
2457639.6,0.7,,,Vis.,BNW,,03,11,3-1968,,,,Z,,,,ALF ORI,BAV,STD,,,,
2457639.6542,0.3,,,Vis.,SRAB,,04,09,X15347MK,,,,Z,,,,ALF ORI,BAV,STD,,,,
2457640.6,0.7,,,Vis.,BNW,,03,11,3-1968,,,,Z,,,,ALF ORI,BAV,STD,,,,
2457640.62500,0.10,,,Vis.,SGQ,,bet Ori mv=0.13,,Tirion2000.0/Simbad,"""Roma, Sesto Celere. Naked eye with airmass correction.""",,,Z,,,,ALF ORI,AAVSO,STD,,,,
2457640.89236,0.5,,,Vis.,ZPA,,0.1,0.9,10 Star Tutorial 201,Naked Eye Observation. Used Rigel (0.1) and Aldebaran (0.9) as Comp. Stars,,,Z,,,,alf Ori,,STD,,,,
2457640.9,0.5,,,Vis.,MOW,,03,12,680101,,,,Z,,,,ALF ORI,AAVSO,STD,,,,
2457641.62500,0.43,,,Vis.,RJOC,,Alf Tau,,skymap.org,Airmass correction. San Vicente de la Barquera-Cantabria (Spain),,,Z,,,,ALF ORI,AAVSO,STD,,,,
2457641.91319,0.2,,,Vis.,CKB,,01,08,13170BMV,,,,Z,,,,ALF ORI,AAVSO,STD,,,,
2457642.56,0.6,,,Vis.,KTZ,,01,08,HIP,,,,Z,,,,ALF ORI,,STD,,,,
2457642.6736,0.73,,,Vis.,DXAA,,1,9,RIGEL/ALDEBARAN,UNAIDED EYE,,,Z,,,,ALF ORI,AASABADELL,STD,,,,
2457642.9,0.6,,,Vis.,SWV,,NA,,NA,,,,Z,,,,ALF ORI,AAVSO,STD,,,,
2457643.64,0.5,,,Vis.,SBEA,,01,11,10STAR,,,,Z,,,,ALF ORI,BAV,STD,,,,
2457643.8,0.7,,,Vis.,SHS,,11,05,sa1965,,,,Z,,,,alf Ori,AAVSO,STD,,,,
2457644.50628,0.3,,,Vis.,MDP,,04,01,10 star 2013,bright,,,Z,,,,ALF ORI,RASC,STD,,,,
2457644.6,0.75,,,Vis.,BNW,,03,11,3-1968,,,,Z,,,,ALF ORI,BAV,STD,,,,
2457644.6,0.3,,,Vis.,SPAO,,03,17,680301,,,,Z,,,,ALF ORI,UAI,STD,,,,
2457644.85417,0.2,,,Vis.,SHA,,0.1,0.9,10 star,,,,Z,,,,ALF ORI,AAVSO,STD,,,,
2457644.8861,0.9,,,Vis.,KGT,,NA,,NA,,,,Z,,,,ALF ORI,AAVSO,STD,,,,
2457645.56,0.6,,,Vis.,KTZ,,01,08,HIP,,,,Z,,,,ALF ORI,,STD,,,,
2457645.56667,0.05,,,Vis.,SGQ,,Bet Ori mv=0.13,Alf Tau mv=0.86,Tirion2000.0/Simbad,"""Roma, Sesto Celere. Naked eye with airmass correction.""",,,Z,,,,alf Ori,AAVSO,STD,,,,
2457645.75417,0.8,,,Vis.,KZAB,,6.0,4.1,X16259ABS,,,,Z,,,,ALF ORI,AAVSO,STD,,,,
2457646.8715,0.8,,,Vis.,KSP,,NA,,NA,,,,Z,,,,ALF ORI,AAVSO,STD,,,,
2457647.6,0.55,,,Vis.,BNW,,03,11,3-1968,,,,Z,,,,ALF ORI,BAV,STD,,,,
2457647.64,0.4,,,Vis.,SBEA,,01,11,10STAR,,,,Z,,,,ALF ORI,BAV,STD,,,,
2457647.7736,0.2,,,Vis.,WI,,0.1,0.4,a1968,,,,Z,,,,ALF ORI,AAVSO,STD,,,,
2457647.88889,0.3,,,Vis.,MDP,B,04,01,10 star 2013,,,,Z,,,,alf Ori,RASC,STD,,,,
2457650.2979,0.4,,,Vis.,BJFA,,01,09,10 star tutorial,,,,Z,,,,ALF ORI,AAVSO,STD,,,,
2457650.675,0.3,,,Vis.,SRAB,,00,09,X15347MK,,,,Z,,,,ALF ORI,BAV,STD,,,,
2457650.8,0.5,,,Vis.,MOW,,03,12,680101,,,,Z,,,,ALF ORI,AAVSO,STD,,,,
2457651.68542,0.00,,,Vis.,SGQ,B,bet Ori mv=0.13,alf CMi mv=0.37,Tirion2000.0/Simbad,"""Roma, Sesto Celere. Nakedeye with airmass correction.""",,,Z,,,,ALF ORI,AAVSO,STD,,,,
2457651.93681,0.2,,,Vis.,CKB,,01,08,13170BMV,,,,Z,,,,ALF ORI,AAVSO,STD,,,,
2457652.62500,0.36,,,Vis.,RJOC,,Alf cmi,,skymap.org,Valladolid (Spain). Airmass correction,,,Z,,,,ALF ORI,AAVSO,STD,,,,
2457652.77431,0.3,,,Vis.,SHA,,0.1,0.9,10 star,,,,Z,,,,ALF ORI,AAVSO,STD,,,,
2457652.91042,0.33,,,Vis.,MDP,B,01,04,10 star 2013,moon close,,,Z,,,,ALF ORI,RASC,STD,,,,
2457653.6,0.55,,,Vis.,BNW,,03,11,3-1968,,,,Z,,,,ALF ORI,BAV,STD,,,,
2457653.60417,0.0,,,Vis.,SNJ,,01,04,10STAR,,,,Z,,,,ALF ORI,AAVSO,STD,,,,
2457653.675,0.2,,,Vis.,SRAB,,00,09,X15347MK,,,,Z,,,,ALF ORI,BAV,STD,,,,
2457654.72917,0.3,,,Vis.,RFC,,01,04,AAVSO,,,,Z,,,,ALF ORI,,STD,,,,
2457654.92847,0.2,,,Vis.,CKB,,01,08,13170BMV,,,,Z,,,,ALF ORI,AAVSO,STD,,,,
2457655.6312,0.386,0.004,,V,VOL,,GAM ORI,ZET ORI,,DSLR,1,1.41,Z,1.64,1.834,,ALF ORI,AAVSO,STD,,,,
2457655.6569,0.3,,,Vis.,LCR,,0.1,0.4,13170bmv,,,,Z,,,,ALF ORI,AASABADELL,STD,,,,
2457655.96597,0.3,,,Vis.,MCOA,,04,01,10 Star Tutorial,,,,Z,,,,ALF ORI,AAVSO,STD,,,,
2457656.52,0.7,,,Vis.,KTZ,,01,08,HIP,,,,Z,,,,ALF ORI,,STD,,,,
2457656.6,0.3,,,Vis.,SPAO,,03,17,680301,,,,Z,,,,ALF ORI,UAI,STD,,,,
2457656.63611,0.15,,,Vis.,SGQ,,bet Ori mv=0.13,alf CMi mv=0.37,Tirion2000.0/Simbad,"""Roma, Sesto Celere. Naked eye with airmass correction.""",,,Z,,,,ALF ORI,AAVSO,STD,,,,
2457656.6543,0.421,0.005,,V,VOL,,GAM ORI,ZET ORI,,DSLR,1,1.35,Z,1.64,1.811,,ALF ORI,AAVSO,STD,,,,
2457657.61528,0.01,,,Vis.,SGQ,,bet Ori mv=0.13,alf Tau mv=0.86,Tirion2000.0/Simbad,"""Roma, Sesto Celere. Naked eye with airmass correction.""",,,Z,,,,ALF ORI,AAVSO,STD,,,,
2457657.8431,0.9,,,Vis.,KGT,,NA,,NA,,,,Z,,,,ALF ORI,AAVSO,STD,,,,
2457658.675,0.3,,,Vis.,SRAB,,00,09,X15347MK,,,,Z,,,,ALF ORI,BAV,STD,,,,
2457658.67708,0.09,,,Vis.,SGQ,B,bet Ori mv=0.13,,Tirion2000.0/Simbad,"""Roma, Sesto Celere. Naked eye with airmass correrction""",,,Z,,,,ALF ORI,AAVSO,STD,,,,
2457658.83542,0.3,,,Vis.,MDP,,04,01,10 star 2013,,,,Z,,,,ALF ORI,RASC,STD,,,,
2457659.0,0.4,,,Vis.,LZT,B,NA,,NA,,,,Z,,,,ALF ORI,AAVSO,STD,,,,
2457659.5477,0.0,,,Vis.,SNJ,,04,01,10STAR,ICQ EXT. COR!,,,Z,,,,ALF ORI,AAVSO,STD,,,,
2457659.594,0.5,,,Vis.,HXT,,,,SPA-TM,NE,,,U,,,,ALPHA ORI,BAA-VSS,STD,,,,BAAVSS
2457659.6511,0.388,0.005,,V,VOL,,GAM ORI,ZET ORI,,DSLR,1,1.34,Z,1.64,1.834,,ALF ORI,AAVSO,STD,,,,
2457659.6530,0.391,0.006,,V,VOL,,GAM ORI,ZET ORI,,DSLR,1,1.34,Z,1.64,1.826,,ALF ORI,AAVSO,STD,,,,
2457659.69792,0.0,,,Vis.,SGQ,B,bet Ori mv=0.13,,Tirion2000.0/Simbad,"""Roma, Sesto Celere. Naked eye with airmass correction.""",,,Z,,,,ALF ORI,AAVSO,STD,,,,
2457659.7,0.3,,,Vis.,SPAO,,03,17,680301,,,,Z,,,,ALF ORI,UAI,STD,,,,
2457660.63889,0.5,,,Vis.,TTU,,0.40,"""0.87, 0.18""",J,,,,Z,,,,ALF ORI,AAVSO,STD,,,,
2457660.7104,0.53,,,Vis.,DXAA,,4,9,PROCYON/ALDEBARAN,UNAIDED EYE,,,Z,,,,ALF ORI,AASABADELL,STD,,,,
2457660.98472,0.2,,,Vis.,CKB,,01,08,13170BMV,,,,Z,,,,ALF ORI,AAVSO,STD,,,,
2457661.5,0.3,,,Vis.,KMR,,,,None,"""C=Procyon, B=Aldebaran; NE""",,,U,,,,ALPHA ORI,BAA-VSS,STD,,,,BAAVSS
2457661.674,0.4,,,Vis.,HXT,,,,SPA-TM,NE,,,U,,,,ALPHA ORI,BAA-VSS,STD,,,,BAAVSS
2457661.69306,0.21,,,Vis.,SGQ,B,bet Ori mv=0.13,,Tirion2000.0/Simbad,"""Roma, Sesto Celere. Naked eye with airmass correction.""",,,Z,,,,ALF ORI,AAVSO,STD,,,,
2457661.72917,0.3,,,Vis.,RFC,,0.1,0.4,AAVSO,COMP STAR: ALPHA CMI AND BETA ORI,,,Z,,,,ALF ORI,,STD,,,,
2457663.72296,0.9,,,Vis.,DMID,,del Ori,,X16892NP,,,,Z,,,,ALF ORI,AAVSO,STD,,,,
2457664.729,0.2,,,Vis.,KMR,,,,None,"""A Rigel, C=Procyon, B=Aldebaran; NE""",,,U,,,,ALPHA ORI,BAA-VSS,STD,,,,BAAVSS
2457664.93958,0.2,,,Vis.,CKB,,01,08,13170BMV,,,,Z,,,,ALF ORI,AAVSO,STD,,,,
2457665.3403,0.4,,,Vis.,BJFA,,01,09,10 star tutorial,,,,Z,,,,ALF ORI,AAVSO,STD,,,,
2457665.6500,0.3,,,Vis.,SRAB,,00,09,X15347MK,,,,Z,,,,ALF ORI,BAV,STD,,,,
2457665.7,0.3,,,Vis.,SPAO,,03,17,680301,,,,Z,,,,ALF ORI,UAI,STD,,,,
2457665.81250,0.6,,,Vis.,ZGEA,,01,09,10stars,,,,Z,,,,ALF ORI,,STD,,,,
2457665.9,0.6,,,Vis.,MOW,,05,12,680101,,,,Z,,,,ALF ORI,AAVSO,STD,,,,
2457666.319,0.3,,,Vis.,KMR,,,,None,"""A Rigel, C=Procyon, B=Aldebaran; NE""",,,U,,,,ALPHA ORI,BAA-VSS,STD,,,,BAAVSS
2457666.51042,0.06,,,Vis.,SGQ,,bet Ori mv=0.13,,Tirion2000.0/Simbad,"""Roma, Piazza Indipendenza. Naked eye with airmass correction.""",,,Z,,,,ALF ORI,AAVSO,STD,,,,
2457666.6621,0.451,0.007,,V,VOL,,GAM ORI,ZET ORI,,DSLR,1,1.32,Z,1.64,1.776,,ALF ORI,AAVSO,STD,,,,
2457666.6640,0.451,0.005,,V,VOL,,GAM ORI,ZET ORI,,DSLR,1,1.32,Z,1.64,1.782,,ALF ORI,AAVSO,STD,,,,
2457666.6771,0.8,,,Vis.,BSR,,0.5,1.1,SA1968,,,,Z,,,,ALF ORI,UAI,STD,,,,
2457666.9,0.4,,,Vis.,SWV,,NA,,NA,,,,Z,,,,ALF ORI,AAVSO,STD,,,,
2457667.79028,-0.1,,,Vis.,BBA,,0.1,0.9,TEN STAR,,,,Z,,,,ALF ORI,AAVSO,STD,,,,
2457667.7986,0.9,,,Vis.,KSP,,NA,,NA,,,,Z,,,,ALF ORI,AAVSO,STD,,,,
2457667.9,0.4,,,Vis.,LZT,BV,NA,,NA,,,,Z,,,,ALF ORI,AAVSO,STD,,,,
2457668.3917,0.3,,,Vis.,BJFA,,01,09,10 star tutorial,,,,Z,,,,ALF ORI,AAVSO,STD,,,,
2457668.729,0.2,,,Vis.,KMR,,,,None,"""A Rigel, C=Procyon, B=Aldebaran; NE""",,,U,,,,ALPHA ORI,BAA-VSS,STD,,,,BAAVSS
2457669.97569,0.3,,,Vis.,CKB,,01,08,13170BMV,,,,Z,,,,ALF ORI,AAVSO,STD,,,,
2457670.5313,0.2,,,Vis.,WI,,01,04,a1968,,,,Z,,,,ALF ORI,AAVSO,STD,,,,
2457670.681,0.3,,,Vis.,HXT,,,,SPA-TM,NE,,,U,,,,ALPHA ORI,BAA-VSS,STD,,,,BAAVSS
2457670.681,0.4,,,Vis.,HXT,,,,SPA-TM,NE,,,U,,,,ALPHA ORI,BAA-VSS,STD,,,,BAAVSS
2457670.74,0.3,,,Vis.,KMR,,,,None,"""A Rigel, C=Procyon, B=Aldebaran; NE""",,,U,,,,ALPHA ORI,BAA-VSS,STD,,,,BAAVSS
2457671.64236,0.39,,,Vis.,RJOC,,Alf Tau,Alf Cmi,skymap.org,Madrid (Spain),,,Z,,,,ALF ORI,AAVSO,STD,,,,
2457671.6750,0.4,,,Vis.,SRAB,,00,09,X15347MK,,,,Z,,,,ALF ORI,BAV,STD,,,,
2457671.68403,0.40,,,Vis.,SGQ,,Bet Ori mv=0.13,,Tirion2000.0/Simbad,"""Roma, Sesto Celere. Naked eye with airmass correction.""",,,Z,,,,ALF ORI,AAVSO,STD,,,,
2457671.7188,0.62,,,Vis.,DXAA,B,4,9,PROCYON/ALDEBARAN,UNAIDED EYE/TWILIGHT,,,Z,,,,ALF ORI,AASABADELL,STD,,,,
2457671.729,0.3,,,Vis.,KMR,,,,None,"""A Rigel, C=Procyon, B=Aldebaran; NE""",,,U,,,,ALPHA ORI,BAA-VSS,STD,,,,BAAVSS
2457672.2660,0.4,,,Vis.,BJFA,,01,09,10 star tutorial,,,,Z,,,,ALF ORI,AAVSO,STD,,,,
2457672.69097,0.10,,,Vis.,SGQ,BU,alf CMi mv=0.37,bet Ori mv=0.13,Tirion2000.0/Simbad,"""Roma, Sesto Celere. Naked eye with airmass correction.""",,,Z,,,,ALF ORI,AAVSO,STD,,,,
2457672.729,0.3,,,Vis.,KMR,,,,None,"""A Rigel, C=Procyon, B=Aldebaran; NE""",,,U,,,,ALPHA ORI,BAA-VSS,STD,,,,BAAVSS
2457673.69514,0.30,,,Vis.,SGQ,B,Bet Ori mv=0.13,alf CMi mv=0.37,Tirion2000.0/Simbad,"""Roma, Sesto Celere. Naked eye with airmass correction, defocusing.""",,,Z,,,,ALF ORI,AAVSO,STD,,,,
2457673.7,0.3,,,Vis.,SPAO,,03,17,680301,,,,Z,,,,ALF ORI,UAI,STD,,,,
2457673.76042,0.3,,,Vis.,SHA,,0.1,0.9,10 star,,,,Z,,,,ALF ORI,AAVSO,STD,,,,
2457674.60625,0.19,,,Vis.,SGQ,U,Bet Ori mv=0.13,,Tirion2000.0/Simbad,"""Roma, Sesto Celere. Naked eye with airmass correction.""",,,Z,,,,ALF ORI,AAVSO,STD,,,,
2457674.65,0.4,,,Vis.,SBEA,,01,11,10STAR,,,,Z,,,,ALF ORI,BAV,STD,,,,
2457675.73958,0.3,,,Vis.,RFC,,012,040,AAVSO,,,,Z,,,,ALF ORI,,STD,,,,
2457676.70104,0.07,,,Vis.,SGQ,U,alf CMi mv=0.37,,Tirion2000.0/Simbad,"""Roma, Sesto Celere. Naked eye with airmass correction.""",,,Z,,,,ALF ORI,AAVSO,STD,,,,
2457677.73264,0.2,,,Vis.,CKB,,01,08,13170BMV,,,,Z,,,,ALF ORI,AAVSO,STD,,,,
2457677.93194,0.2,,,Vis.,MCOA,,01,04,10 Star Tutorial,,,,Z,,,,ALF ORI,AAVSO,STD,,,,
2457678.2785,0.4,,,Vis.,BJFA,,01,09,10 star tutorial,,,,Z,,,,ALF ORI,AAVSO,STD,,,,
2457678.70139,0.26,,,Vis.,SGQ,BU,bet Ori mv=0.13,,Tirion2000.0/Simbad,"""Roma, Sesto Celere. Naked eye with airmass correction.""",,,Z,,,,ALF ORI,AAVSO,STD,,,,
2457678.73125,0.7,,,Vis.,MCPA,B,09,01,10 star,,,,Z,,,,ALF ORI,AAVSO,STD,,,,
2457680.65972,0.40,,,Vis.,SGQ,B,bet Ori mv=0.13,alf CMi mv=0.37,Tirion2000.0/Simbad,"""Roma, Sesto Celere. Naked eye with airmass correction.""",,,Z,,,,ALF ORI,AAVSO,STD,,,,
2457680.66667,0.38,,,Vis.,SGQ,B,bet Ori mv=0.13,alf CMi mv=0.37,Tirion2000.0/Simbad,"""Roma, Sesto Celere. Naked eye with airmass correction.""",,,Z,,,,ALF ORI,AAVSO,STD,,,,
2457680.69722,0.39,,,Vis.,SGQ,B,alf Tau mv=0.86,alf CMi mv=0.37,Tirion2000.0/Simbad,"""Roma, Sesto Celere. Naked eye with airmass correction. Before Aldebaran occultation.""",,,Z,,,,ALF ORI,AAVSO,STD,,,,
2457680.96042,0.4,,,Vis.,SHA,,0.1,0.9,10 star,,,,Z,,,,ALF ORI,AAVSO,STD,,,,
2457682.74653,0.21,,,Vis.,SGQ,BU,alf CMi mv=0.37,,Tirion2000.0/Simbad,Sesto Celere. Naked eye with airmass correction.,,,Z,,,,ALF ORI,AAVSO,STD,,,,
2457683.9063,0.4,,,Vis.,WI,,02,04,a1968,,,,Z,,,,ALF ORI,AAVSO,STD,,,,
2457683.9125,0.3,,,Vis.,CKB,,01,08,13170BMV,,,,Z,,,,ALF ORI,AAVSO,STD,,,,
2457684.2569,0.4,,,Vis.,BJFA,,01,09,10 star tutorial,,,,Z,,,,ALF ORI,AAVSO,STD,,,,
2457684.47222,0.42,,,Vis.,RJOC,,Alf Tau,,skymap.org,Valladolid (Spain). Airmass correction,,,Z,,,,alf Ori,AAVSO,STD,,,,
2457684.7830,-3.137,0.038,,J,RPT,,BETA ORI,,13650PT,,1,,Z,,,,ALF ORI,AAVSO,STD,1,,,
2457684.7830,-3.916,0.033,,H,RPT,,BETA ORI,,13650PT,,1,,Z,,,,ALF ORI,AAVSO,STD,1,,,
2457684.8,0.6,,,Vis.,MOW,,05,12,680101,,,,Z,,,,ALF ORI,AAVSO,STD,,,,
2457686.0,0.4,,,Vis.,LZT,B,NA,,NA,,,,Z,,,,ALF ORI,AAVSO,STD,,,,
2457686.1875,0.5,,,Vis.,BJFA,,01,09,10 star tutorial,,,,Z,,,,ALF ORI,AAVSO,STD,,,,
2457687.2201,0.5,,,Vis.,BJFA,,01,09,10 star tutorial,,,,Z,,,,ALF ORI,AAVSO,STD,,,,
2457687.8194,0.9,,,Vis.,KGT,,NA,,NA,,,,Z,,,,ALF ORI,AAVSO,STD,,,,
2457688.45,0.5,,,Vis.,SBEA,,01,11,10STAR,,,,Z,,,,ALF ORI,BAV,STD,,,,
2457688.753,0.2,,,Vis.,KMR,,,,None,"""A Rigel, C=Procyon, B=Aldebaran; NE""",,,U,,,,ALPHA ORI,BAA-VSS,STD,,,,BAAVSS
2457689.5979,0.4,,,Vis.,AAX,K,01,09,ATLAS,BSC EXTINCTION APPLIED,,,Z,,,,ALF ORI,NEOA-JBS,STD,,,,
2457689.72083,0.4,,,Vis.,SGQ,BU,alf Tau mv=0.86,,Tirion2000.0/Simbad,"""Padova, Guizza. Naked eye with airmass correction""",,,Z,,,,ALF ORI,AAVSO,STD,,,,
2457689.72917,0.3,,,Vis.,RFC,,012,04,AAVSO,,,,Z,,,,ALF ORI,,STD,,,,
2457689.753,0.2,,,Vis.,KMR,,,,None,"""A Rigel, C=Procyon, B=Aldebaran; NE""",,,U,,,,ALPHA ORI,BAA-VSS,STD,,,,BAAVSS
2457689.98056,0.3,,,Vis.,CKB,,01,08,13170BMV,,,,Z,,,,ALF ORI,AAVSO,STD,,,,
2457690.5708,0.2,,,Vis.,AAX,K,01,09,ATLAS,BSC EXTINCTION APPLIED,,,Z,,,,ALF ORI,NEOA-JBS,STD,,,,
2457690.6,0.3,,,Vis.,SPAO,,03,17,680301,,,,Z,,,,ALF ORI,UAI,STD,,,,
2457690.67917,0.45,,,Vis.,SGQ,,alf Tau mv=0.86,alf CMi mv=0.37,Tirion2000.0/Simbad,"""Padova, Guizza. Naked eye with airmass correction.""",,,Z,,,,ALF ORI,AAVSO,STD,,,,
2457691.469,0.2,,,Vis.,KMR,,,,None,"""A Rigel, C=Procyon, B=Aldebaran; NE""",,,U,,,,ALPHA ORI,BAA-VSS,STD,,,,BAAVSS
2457691.5,0.35,,,Vis.,BNW,,03,11,3-1968,,,,Z,,,,ALF ORI,BAV,STD,,,,
2457691.6711,0.497,0.006,,V,VOL,,GAM ORI,ZET ORI,,DSLR,1,1.47,Z,1.64,1.747,,ALF ORI,AAVSO,STD,,,,
2457691.6730,0.516,0.004,,V,VOL,,GAM ORI,ZET ORI,,DSLR,1,1.48,Z,1.64,1.762,,ALF ORI,AAVSO,STD,,,,
2457691.95139,0.5,,,Vis.,MCOA,,04,09,10 Star Tutorial,,,,Z,,,,ALF ORI,AAVSO,STD,,,,
2457692.7400,-3.223,0.051,,J,RPT,,BETA ORI,,13650PT,,1,,Z,,,,ALF ORI,AAVSO,STD,2,,,
2457692.7400,-4.043,0.043,,H,RPT,,BETA ORI,,13650PT,,1,,Z,,,,ALF ORI,AAVSO,STD,2,,,
2457692.93194,0.3,,,Vis.,CKB,,01,08,13170BMV,,,,Z,,,,ALF ORI,AAVSO,STD,,,,
2457693.45,0.4,,,Vis.,KTZ,,01,08,HIP,,,,Z,,,,ALF ORI,,STD,,,,
2457693.64449,0.5,,,Vis.,DMID,,NSV 2553,,X16899MV,,,,Z,,,,ALF ORI,AAVSO,STD,,,,
2457694.497,0.3,,,Vis.,HXT,,,,SPA-TM,NE,,,U,,,,ALPHA ORI,BAA-VSS,STD,,,,BAAVSS
2457694.58407,0.45,,,Vis.,DMID,,NSV 16610,,X16899MV,,,,Z,,,,ALF ORI,AAVSO,STD,,,,
2457694.71944,0.4,,,Vis.,MCPA,,01,09,10 star,,,,Z,,,,ALF ORI,AAVSO,STD,,,,
2457694.9,0.6,,,Vis.,MOW,,05,12,680101,,,,Z,,,,ALF ORI,AAVSO,STD,,,,
2457695.45486,0.5,,,Vis.,RJOC,,Alf Tau,,skymap.org,Valladolid (Spain),,,Z,,,,ALF ORI,AAVSO,STD,,,,
2457695.6875,0.4,,,Vis.,SRAB,,04,09,X15347MK,,,,Z,,,,ALF ORI,BAV,STD,,,,
2457696.2035,0.5,,,Vis.,BJFA,,01,09,10 star tutorial,,,,Z,,,,ALF ORI,AAVSO,STD,,,,
2457696.58750,0.20,,,Vis.,SGQ,U,alf CMi mv=0.37,bet Ori mv=0.13,Tirion2000.0/Simbad,"""Roma, Sesto Celere. Naked eye with airmass correction.""",,,Z,,,,ALF ORI,AAVSO,STD,,,,
2457696.6424,0.7,,,Vis.,BSR,,0.5,1.1,SA1968,,,,Z,,,,ALF ORI,UAI,STD,,,,
2457696.712,0.1,,,Vis.,BGZ,,01,0,14473OH,,,,Z,,,,ALF ORI,,STD,,,,
2457696.81458,0.5,,,Vis.,BBA,,0.4,0.9,TEN STAR,,,,Z,,,,ALF ORI,AAVSO,STD,,,,
2457697.2799,0.5,,,Vis.,BJFA,U,01,09,10 star tutorial,,,,Z,,,,ALF ORI,AAVSO,STD,,,,
2457697.67708,0.4,,,Vis.,SHA,,0.1,0.9,10 star,,,,Z,,,,ALF ORI,AAVSO,STD,,,,
2457697.69236,0.3,,,Vis.,MDP,,04,01,10 star 2013,,,,Z,,,,ALF ORI,RASC,STD,,,,
2457697.73958,0.7,,,Vis.,TDB,,05,11,3/68,,,,Z,,,,ALF ORI,RASC,STD,,,,
2457697.74653,0.1,,,Vis.,BBA,,0.1,0.9,TEN STAR,,,,Z,,,,ALF ORI,AAVSO,STD,,,,
2457699.7396,0.76,,,Vis.,DXAA,,4,9,PROCYON/ALDEBARAN,UNAIDED EYE/CLEAR/WIND,,,Z,,,,alf Ori,AASABADELL,STD,,,,
2457699.7500,0.4,,,Vis.,WI,,02,04,a1968,,,,Z,,,,ALF ORI,AAVSO,STD,,,,
2457699.76111,0.2,,,Vis.,BBA,,0.1,0.4,TEN STAR,,,,Z,,,,ALF ORI,AAVSO,STD,,,,
2457700.3743,0.5,,,Vis.,BJFA,,01,09,10 star tutorial,,,,Z,,,,ALF ORI,AAVSO,STD,,,,
2457700.438,0.2,,,Vis.,KMR,,,,None,"""A Rigel, C=Procyon, B=Aldebaran; NE""",,,U,,,,ALPHA ORI,BAA-VSS,STD,,,,BAAVSS
2457700.62847,0.65,,,Vis.,TDG,,04(ALFCMI),085(ALFTAU),14839BDL,OTHER COMP 01 (BET ORI),,,Z,,,,ALF ORI,AAVSO,STD,,,,
2457700.70764,0.3,,,Vis.,MDP,,04,01,10 star 2013,,,,Z,,,,ALF ORI,RASC,STD,,,,
2457701.4,0.3,,,Vis.,SPAO,,03,17,680301,,,,Z,,,,ALF ORI,UAI,STD,,,,
2457701.4441,0.517,0.003,,V,VOL,,GAM ORI,ZET ORI,,DSLR,1,1.76,Z,1.64,1.801,,ALF ORI,AAVSO,STD,,,,
2457701.4463,0.509,0.008,,V,VOL,,GAM ORI,ZET ORI,,DSLR,1,1.74,Z,1.64,1.782,,ALF ORI,AAVSO,STD,,,,
2457701.6990,0.478,0.012,,V,VOL,,GAM ORI,ZET ORI,,DSLR,1,1.85,Z,1.64,1.800,,ALF ORI,AAVSO,STD,,,,
2457702.4201,0.81,,,Vis.,DXAA,,2,9,RIGEL/ALDEBARAN,UNAIDED EYE/CLEAR/WIND/MOON 10-DAYS,,,Z,,,,alf Ori,AASABADELL,STD,,,,
2457702.5660,0.78,,,Vis.,DXAA,,4,9,PROCYON/ALDEBARAN,UNAIDED EYE/CLEAR/WIND,,,Z,,,,alf Ori,AASABADELL,STD,,,,
